Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
    77.715         -2.17773839       -2.17773839       -5.0511e-12
    77.730         -2.18675673       -2.18675673       -5.2545e-12
    77.745         -2.19572213       -2.19572213       -5.4552e-12
    77.760         -2.20463332       -2.20463332       -5.6533e-12
    77.775         -2.21348907       -2.21348907       -5.8482e-12
    77.790         -2.22228813       -2.22228813       -6.0401e-12
    77.805         -2.23102928       -2.23102928       -6.2288e-12
    77.820         -2.23971132       -2.23971132       -6.4144e-12
    77.835         -2.24833306       -2.24833306       -6.5969e-12
    77.850         -2.25689332       -2.25689332       -6.7759e-12
    77.865         -2.26539094       -2.26539094       -6.9513e-12
    77.880         -2.27382478       -2.27382478       -7.1236e-12
    77.895         -2.28219369       -2.28219369       -7.2928e-12
    77.910         -2.29049658       -2.29049658       -7.4585e-12
    77.925         -2.29873233       -2.29873233       -7.6201e-12
    77.940         -2.30689986       -2.30689986       -7.7787e-12
    77.955         -2.31499812       -2.31499812       -7.9332e-12
    77.970         -2.32302605       -2.32302605       -8.0842e-12
    77.985         -2.33098261       -2.33098261       -8.2312e-12
    78.000         -2.33886680       -2.33886680       -8.3746e-12
    78.015         -2.34667762       -2.34667762       -8.5141e-12
    78.030         -2.35441408       -2.35441408       -8.6491e-12
    78.045         -2.36207523       -2.36207523       -8.7801e-12
    78.060         -2.36966013       -2.36966013       -8.9075e-12
    78.075         -2.37716784       -2.37716784       -9.0310e-12
    78.090         -2.38459747       -2.38459747       -9.1500e-12
    78.105         -2.39194813       -2.39194813       -9.2650e-12
    78.120         -2.39921895       -2.39921895       -9.3761e-12
    78.135         -2.40640908       -2.40640908       -9.4831e-12
    78.150         -2.41351770       -2.41351770       -9.5857e-12
    78.165         -2.42054400       -2.42054400       -9.6838e-12
    78.180         -2.42748719       -2.42748719       -9.7780e-12
    78.195         -2.43434649       -2.43434649       -9.8677e-12
    78.210         -2.44112117       -2.44112117       -9.9529e-12
    78.225         -2.44781049       -2.44781049       -1.0034e-11
    78.240         -2.45441376       -2.45441376       -1.0111e-11
    78.255         -2.46093027       -2.46093027       -1.0183e-11
    78.270         -2.46735937       -2.46735937       -1.0251e-11
    78.285         -2.47370042       -2.47370042       -1.0314e-11
    78.300         -2.47995278       -2.47995278       -1.0373e-11
    78.315         -2.48611587       -2.48611587       -1.0428e-11
    78.330         -2.49218909       -2.49218909       -1.0477e-11
    78.345         -2.49817189       -2.49817189       -1.0523e-11
    78.360         -2.50406374       -2.50406374       -1.0564e-11
    78.375         -2.50986412       -2.50986412       -1.0600e-11
    78.390         -2.51557253       -2.51557253       -1.0633e-11
    78.405         -2.52118851       -2.52118851       -1.0660e-11
    78.420         -2.52671160       -2.52671160       -1.0683e-11
    78.435         -2.53214138       -2.53214138       -1.0703e-11
    78.450         -2.53747745       -2.53747745       -1.0717e-11
    78.465         -2.54271942       -2.54271942       -1.0727e-11
    78.480         -2.54786693       -2.54786693       -1.0732e-11
    78.495         -2.55291964       -2.55291964       -1.0733e-11
    78.510         -2.55787724       -2.55787724       -1.0729e-11
    78.525         -2.56273944       -2.56273944       -1.0721e-11
    78.540         -2.56750596       -2.56750596       -1.0709e-11
    78.555         -2.57217656       -2.57217656       -1.0693e-11
    78.570         -2.57675101       -2.57675101       -1.0671e-11
    78.585         -2.58122911       -2.58122911       -1.0646e-11
    78.600         -2.58561068       -2.58561068       -1.0616e-11
    78.615         -2.58989555       -2.58989555       -1.0583e-11
    78.630         -2.59408360       -2.59408360       -1.0544e-11
    78.645         -2.59817471       -2.59817471       -1.0502e-11
    78.660         -2.60216879       -2.60216879       -1.0456e-11
    78.675         -2.60606577       -2.60606577       -1.0405e-11
    78.690         -2.60986561       -2.60986561       -1.0350e-11
    78.705         -2.61356827       -2.61356827       -1.0292e-11
    78.720         -2.61717377       -2.61717377       -1.0229e-11
    78.735         -2.62068211       -2.62068211       -1.0163e-11
    78.750         -2.62409334       -2.62409334       -1.0091e-11
    78.765         -2.62740753       -2.62740753       -1.0017e-11
    78.780         -2.63062475       -2.63062475       -9.9387e-12
    78.795         -2.63374513       -2.63374513       -9.8561e-12
    78.810         -2.63676878       -2.63676878       -9.7700e-12
    78.825         -2.63969586       -2.63969586       -9.6803e-12
    78.840         -2.64252654       -2.64252654       -9.5870e-12
    78.855         -2.64526101       -2.64526101       -9.4897e-12
    78.870         -2.64789948       -2.64789948       -9.3894e-12
    78.885         -2.65044220       -2.65044220       -9.2855e-12
    78.900         -2.65288942       -2.65288942       -9.1780e-12
    78.915         -2.65524141       -2.65524141       -9.0674e-12
    78.930         -2.65749848       -2.65749848       -8.9533e-12
    78.945         -2.65966093       -2.65966093       -8.8360e-12
    78.960         -2.66172912       -2.66172912       -8.7157e-12
    78.975         -2.66370339       -2.66370339       -8.5918e-12
    78.990         -2.66558412       -2.66558412       -8.4652e-12
    79.005         -2.66737171       -2.66737171       -8.3356e-12
    79.020         -2.66906658       -2.66906658       -8.2032e-12
    79.035         -2.67066916       -2.67066916       -8.0682e-12
    79.050         -2.67217990       -2.67217990       -7.9301e-12
    79.065         -2.67359929       -2.67359929       -7.7893e-12
    79.080         -2.67492781       -2.67492781       -7.6459e-12
    79.095         -2.67616598       -2.67616598       -7.5002e-12
    79.110         -2.67731431       -2.67731431       -7.3515e-12
    79.125         -2.67837337       -2.67837337       -7.2005e-12
    79.140         -2.67934371       -2.67934371       -7.0473e-12
    79.155         -2.68022591       -2.68022591       -6.8918e-12
    79.170         -2.68102057       -2.68102057       -6.7342e-12
    79.185         -2.68172832       -2.68172832       -6.5743e-12
    79.200         -2.68234977       -2.68234977       -6.4126e-12
    79.215         -2.68288559       -2.68288559       -6.2488e-12
    79.230         -2.68333643       -2.68333643       -6.0831e-12
    79.245         -2.68370298       -2.68370298       -5.9157e-12
    79.260         -2.68398593       -2.68398593       -5.7470e-12
    79.275         -2.68418600       -2.68418600       -5.5764e-12
    79.290         -2.68430391       -2.68430391       -5.4041e-12
    79.305         -2.68434040       -2.68434040       -5.2305e-12
    79.320         -2.68429624       -2.68429624       -5.0555e-12
    79.335         -2.68417218       -2.68417218       -4.8792e-12
    79.350         -2.68396903       -2.68396903       -4.7016e-12
    79.365         -2.68368757       -2.68368757       -4.5226e-12
    79.380         -2.68332863       -2.68332863       -4.3432e-12
    79.395         -2.68289301       -2.68289301       -4.1624e-12
    79.410         -2.68238157       -2.68238157       -3.9808e-12
    79.425         -2.68179515       -2.68179515       -3.7987e-12
    79.440         -2.68113463       -2.68113463       -3.6158e-12
    79.455         -2.68040086       -2.68040086       -3.4319e-12
    79.470         -2.67959474       -2.67959474       -3.2476e-12
    79.485         -2.67871718       -2.67871718       -3.0629e-12
    79.500         -2.67776907       -2.67776907       -2.8781e-12
    79.515         -2.67675134       -2.67675134       -2.6930e-12
    79.530         -2.67566492       -2.67566492       -2.5073e-12
    79.545         -2.67451075       -2.67451075       -2.3217e-12
    79.560         -2.67328978       -2.67328978       -2.1361e-12
    79.575         -2.67200298       -2.67200298       -1.9504e-12
    79.590         -2.67065131       -2.67065131       -1.7648e-12
    79.605         -2.66923576       -2.66923576       -1.5796e-12
    79.620         -2.66775730       -2.66775730       -1.3949e-12
    79.635         -2.66621695       -2.66621695       -1.2101e-12
    79.650         -2.66461570       -2.66461570       -1.0263e-12
    79.665         -2.66295456       -2.66295456       -8.4244e-13
    79.680         -2.66123455       -2.66123455       -6.5947e-13
    79.695         -2.65945671       -2.65945671       -4.7695e-13
    79.710         -2.65762206       -2.65762206       -2.9532e-13
    79.725         -2.65573165       -2.65573165       -1.1458e-13
    79.740         -2.65378652       -2.65378652        6.5281e-14
    79.755         -2.65178772       -2.65178772        2.4425e-13
    79.770         -2.64973632       -2.64973632        4.2188e-13
    79.785         -2.64763337       -2.64763337        5.9863e-13
    79.800         -2.64547994       -2.64547994        7.7405e-13
    79.815         -2.64327711       -2.64327711        9.4813e-13
    79.830         -2.64102596       -2.64102596        1.1209e-12
    79.845         -2.63872755       -2.63872755        1.2919e-12
    79.860         -2.63638299       -2.63638299        1.4615e-12
    79.875         -2.63399335       -2.63399335        1.6294e-12
    79.890         -2.63155972       -2.63155972        1.7959e-12
    79.905         -2.62908321       -2.62908321        1.9607e-12
    79.920         -2.62656490       -2.62656490        2.1236e-12
    79.935         -2.62400589       -2.62400589        2.2848e-12
    79.950         -2.62140729       -2.62140729        2.4438e-12
    79.965         -2.61877019       -2.61877019        2.6010e-12
    79.980         -2.61609570       -2.61609570        2.7560e-12
    79.995         -2.61338492       -2.61338492        2.9088e-12
    80.010         -2.61063894       -2.61063894        3.0593e-12
    80.025         -2.60785888       -2.60785888        3.2077e-12
    80.040         -2.60504584       -2.60504584        3.3538e-12
    80.055         -2.60220091       -2.60220091        3.4972e-12
    80.070         -2.59932520       -2.59932520        3.6384e-12
    80.085         -2.59641980       -2.59641980        3.7774e-12
    80.100         -2.59348583       -2.59348583        3.9138e-12
    80.115         -2.59052436       -2.59052436        4.0479e-12
